time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-16 00:00:00+00:00,8.0,5.0,17,6
2024-03-17 00:00:00+00:00,,,58,16
2024-03-18 00:00:00+00:00,23.0,15.0,70,22
2024-03-19 00:00:00+00:00,27.0,10.0,293,27
2024-03-20 00:00:00+00:00,16.0,6.0,78,24
2024-03-21 00:00:00+00:00,26.0,13.0,111,20
2024-03-22 00:00:00+00:00,35.0,18.0,75,16
2024-03-23 00:00:00+00:00,4.0,4.0,21,9
2024-03-24 00:00:00+00:00,5.0,3.0,58,8
2024-03-25 00:00:00+00:00,7.0,4.0,44,18
2024-03-26 00:00:00+00:00,14.0,6.0,128,22
2024-03-27 00:00:00+00:00,3.0,2.0,137,15
2024-03-28 00:00:00+00:00,30.0,10.0,44,14
2024-03-29 00:00:00+00:00,1.0,1.0,35,12
