time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-25 00:00:00+00:00,,,14,6
2025-01-26 00:00:00+00:00,,,13,5
2025-01-27 00:00:00+00:00,1.0,1.0,64,11
2025-01-28 00:00:00+00:00,4.0,2.0,19,11
2025-01-29 00:00:00+00:00,,,29,13
2025-01-30 00:00:00+00:00,4.0,4.0,50,11
2025-01-31 00:00:00+00:00,1.0,1.0,45,15
2025-02-01 00:00:00+00:00,1.0,1.0,1,1
2025-02-02 00:00:00+00:00,11.0,8.0,33,12
2025-02-03 00:00:00+00:00,50.0,18.0,46,14
2025-02-04 00:00:00+00:00,13.0,8.0,46,15
2025-02-05 00:00:00+00:00,38.0,16.0,36,8
2025-02-06 00:00:00+00:00,9.0,7.0,84,14
2025-02-07 00:00:00+00:00,32.0,9.0,13,11
