time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-06 00:00:00+00:00,5,2,15,10
2024-04-07 00:00:00+00:00,9,2,19,7
2024-04-08 00:00:00+00:00,3,2,174,19
2024-04-09 00:00:00+00:00,2,2,66,16
2024-04-10 00:00:00+00:00,2,2,120,18
2024-04-11 00:00:00+00:00,1,1,209,17
2024-04-12 00:00:00+00:00,4,2,203,18
2024-04-13 00:00:00+00:00,25,14,109,14
2024-04-14 00:00:00+00:00,1,1,93,10
2024-04-15 00:00:00+00:00,6,4,127,18
2024-04-16 00:00:00+00:00,3,3,135,23
2024-04-17 00:00:00+00:00,3,3,52,16
2024-04-18 00:00:00+00:00,2,2,32,10
2024-04-19 00:00:00+00:00,1,1,47,14
