time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-07-11 00:00:00+00:00,63.0,13.0,313,24
2023-07-12 00:00:00+00:00,6.0,4.0,34,16
2023-07-13 00:00:00+00:00,5.0,3.0,106,26
2023-07-14 00:00:00+00:00,7.0,4.0,21,12
2023-07-15 00:00:00+00:00,,,40,10
2023-07-16 00:00:00+00:00,16.0,5.0,18,5
2023-07-17 00:00:00+00:00,3.0,3.0,116,20
2023-07-18 00:00:00+00:00,19.0,8.0,131,26
2023-07-19 00:00:00+00:00,2.0,2.0,85,17
2023-07-20 00:00:00+00:00,2.0,1.0,67,17
2023-07-21 00:00:00+00:00,49.0,12.0,66,14
2023-07-22 00:00:00+00:00,5.0,3.0,98,13
2023-07-23 00:00:00+00:00,3.0,2.0,9,8
2023-07-24 00:00:00+00:00,2.0,2.0,32,13
