time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-26 00:00:00+00:00,5.0,3.0,48,15
2024-04-27 00:00:00+00:00,5.0,4.0,155,10
2024-04-28 00:00:00+00:00,2.0,2.0,54,20
2024-04-29 00:00:00+00:00,12.0,6.0,222,19
2024-04-30 00:00:00+00:00,20.0,11.0,362,21
2024-05-01 00:00:00+00:00,3.0,2.0,140,14
2024-05-02 00:00:00+00:00,6.0,2.0,255,18
2024-05-03 00:00:00+00:00,7.0,3.0,428,30
2024-05-04 00:00:00+00:00,5.0,3.0,79,15
2024-05-05 00:00:00+00:00,3.0,3.0,22,15
2024-05-06 00:00:00+00:00,3.0,3.0,120,23
2024-05-07 00:00:00+00:00,2.0,2.0,147,28
2024-05-08 00:00:00+00:00,,,80,29
2024-05-09 00:00:00+00:00,1.0,1.0,65,33
