time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-28 00:00:00+00:00,1.0,1.0,22,8
2024-07-29 00:00:00+00:00,2.0,2.0,22,11
2024-07-30 00:00:00+00:00,,,27,11
2024-07-31 00:00:00+00:00,1.0,1.0,33,12
2024-08-01 00:00:00+00:00,8.0,3.0,29,7
2024-08-02 00:00:00+00:00,3.0,2.0,16,7
2024-08-03 00:00:00+00:00,1.0,1.0,13,8
2024-08-04 00:00:00+00:00,,,4,3
2024-08-05 00:00:00+00:00,2.0,2.0,69,15
2024-08-06 00:00:00+00:00,14.0,5.0,99,15
2024-08-07 00:00:00+00:00,8.0,3.0,55,11
2024-08-08 00:00:00+00:00,17.0,3.0,108,14
2024-08-09 00:00:00+00:00,14.0,4.0,105,12
2024-08-10 00:00:00+00:00,,,11,5
