time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-20 00:00:00+00:00,31.0,7.0,66,7
2023-02-21 00:00:00+00:00,4.0,1.0,17,7
2023-02-22 00:00:00+00:00,,,39,4
2023-02-23 00:00:00+00:00,2.0,2.0,8,2
2023-02-24 00:00:00+00:00,32.0,4.0,48,12
2023-02-25 00:00:00+00:00,10.0,3.0,12,4
2023-02-26 00:00:00+00:00,2.0,2.0,3,3
2023-02-27 00:00:00+00:00,48.0,13.0,101,24
2023-02-28 00:00:00+00:00,11.0,5.0,236,96
2023-03-01 00:00:00+00:00,3.0,2.0,120,59
2023-03-02 00:00:00+00:00,4.0,3.0,34,25
2023-03-03 00:00:00+00:00,2.0,2.0,46,22
2023-03-04 00:00:00+00:00,2.0,1.0,33,12
2023-03-05 00:00:00+00:00,2.0,2.0,45,14
