time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-18 00:00:00+00:00,9,3,50,12
2023-12-19 00:00:00+00:00,40,9,57,20
2023-12-20 00:00:00+00:00,12,7,56,10
2023-12-21 00:00:00+00:00,17,6,95,14
2023-12-22 00:00:00+00:00,15,4,85,13
2023-12-23 00:00:00+00:00,23,2,14,6
2023-12-24 00:00:00+00:00,8,1,18,9
2023-12-25 00:00:00+00:00,2,2,52,11
2023-12-26 00:00:00+00:00,21,3,52,15
2023-12-27 00:00:00+00:00,85,8,45,10
2023-12-28 00:00:00+00:00,32,5,76,15
2023-12-29 00:00:00+00:00,4,1,99,13
2023-12-30 00:00:00+00:00,6,3,52,6
2023-12-31 00:00:00+00:00,2,2,7,5
