time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-15 00:00:00+00:00,1,1,22,13
2026-01-16 00:00:00+00:00,8,6,18,7
2026-01-17 00:00:00+00:00,1,1,1,1
2026-01-18 00:00:00+00:00,5,3,28,8
2026-01-19 00:00:00+00:00,7,4,23,10
2026-01-20 00:00:00+00:00,24,7,47,17
2026-01-21 00:00:00+00:00,16,6,11,7
2026-01-22 00:00:00+00:00,0,0,33,21
2026-01-23 00:00:00+00:00,4,2,16,5
2026-01-24 00:00:00+00:00,0,0,3,2
2026-01-25 00:00:00+00:00,4,2,5,5
2026-01-26 00:00:00+00:00,1,1,23,11
2026-01-27 00:00:00+00:00,6,4,26,12
2026-01-28 00:00:00+00:00,1,1,6,6
