time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-27 00:00:00+00:00,12,5,11,9
2025-11-28 00:00:00+00:00,4,2,4,4
2025-11-29 00:00:00+00:00,1,1,19,4
2025-11-30 00:00:00+00:00,1,1,5,4
2025-12-01 00:00:00+00:00,15,5,16,8
2025-12-02 00:00:00+00:00,7,3,4,4
2025-12-03 00:00:00+00:00,47,13,33,12
2025-12-04 00:00:00+00:00,583,82,74,19
2025-12-05 00:00:00+00:00,219,67,16,7
2025-12-06 00:00:00+00:00,2,2,7,1
2025-12-07 00:00:00+00:00,62,31,19,7
2025-12-08 00:00:00+00:00,4,3,14,6
2025-12-09 00:00:00+00:00,15,6,21,5
2025-12-10 00:00:00+00:00,2,2,6,3
