time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-29 00:00:00+00:00,27.0,9.0,187,23
2024-03-01 00:00:00+00:00,11.0,7.0,120,28
2024-03-02 00:00:00+00:00,5.0,4.0,61,15
2024-03-03 00:00:00+00:00,,,19,7
2024-03-04 00:00:00+00:00,8.0,3.0,52,15
2024-03-05 00:00:00+00:00,6.0,4.0,119,20
2024-03-06 00:00:00+00:00,26.0,9.0,129,18
2024-03-07 00:00:00+00:00,12.0,6.0,44,20
2024-03-08 00:00:00+00:00,9.0,3.0,206,17
2024-03-09 00:00:00+00:00,12.0,3.0,260,6
2024-03-10 00:00:00+00:00,2.0,1.0,82,12
2024-03-11 00:00:00+00:00,8.0,3.0,488,21
2024-03-12 00:00:00+00:00,55.0,22.0,669,27
2024-03-13 00:00:00+00:00,32.0,15.0,198,21
