time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-19 00:00:00+00:00,1.0,1.0,49,15
2024-04-20 00:00:00+00:00,2.0,2.0,15,2
2024-04-21 00:00:00+00:00,,,57,11
2024-04-22 00:00:00+00:00,5.0,3.0,200,16
2024-04-23 00:00:00+00:00,14.0,7.0,141,12
2024-04-24 00:00:00+00:00,5.0,4.0,74,13
2024-04-25 00:00:00+00:00,49.0,12.0,203,17
2024-04-26 00:00:00+00:00,5.0,3.0,49,16
2024-04-27 00:00:00+00:00,5.0,4.0,155,10
2024-04-28 00:00:00+00:00,2.0,2.0,54,20
2024-04-29 00:00:00+00:00,12.0,6.0,222,19
2024-04-30 00:00:00+00:00,20.0,11.0,362,21
2024-05-01 00:00:00+00:00,3.0,2.0,140,14
2024-05-02 00:00:00+00:00,6.0,2.0,247,17
