time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-04 00:00:00+00:00,5,3,303,18
2024-01-05 00:00:00+00:00,7,4,159,11
2024-01-06 00:00:00+00:00,9,3,25,8
2024-01-07 00:00:00+00:00,6,2,25,4
2024-01-08 00:00:00+00:00,13,9,66,15
2024-01-09 00:00:00+00:00,24,8,49,14
2024-01-10 00:00:00+00:00,9,5,180,13
2024-01-11 00:00:00+00:00,16,8,132,18
2024-01-12 00:00:00+00:00,24,10,96,18
2024-01-13 00:00:00+00:00,20,5,29,6
2024-01-14 00:00:00+00:00,12,4,69,8
2024-01-15 00:00:00+00:00,8,6,32,11
2024-01-16 00:00:00+00:00,10,5,101,16
2024-01-17 00:00:00+00:00,46,19,117,12
